STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HPCP,Measurement Flag,Quality Flag
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20130807 12:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20130812 09:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20130812 10:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20130812 12:00,0.20, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20130812 13:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20130812 14:00,0.20, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20130812 15:00,0.70, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20130812 20:00,0.50, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20130812 21:00,0.50, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20130813 00:00,0.70, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20130818 00:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20130827 08:00,0.30, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20130827 09:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20130828 00:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20130828 02:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20130830 23:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20130831 00:00,0.20, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20130901 01:00,0.00,g, 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20130909 12:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20130909 13:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20130911 20:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20130915 01:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20130920 03:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20130920 04:00,0.80, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20130920 17:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20130920 22:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20130921 00:00,0.30, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20130921 02:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20130929 17:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131001 01:00,0.00,g, 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131005 07:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131006 14:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131006 18:00,0.10, , 
